"Incident UID","Incident Date","Agency","CIBRS Unique Offense ID","CIBRS Offense Description","City","Zip Code","Block Address","Domestic Violence Incident"
"2032847","2024 Feb 03 02:01:00 AM","SAN DIEGO","2032847-520","Weapon Law Violations","SAN DIEGO","92037","1000  BLOCK  PROSPECT STREET","false"
"2063560","2024 Feb 03 03:20:00 AM","SAN DIEGO","2063560-35B","Drug Equipment Violations","SAN DIEGO","92122","5200  BLOCK  FIORE TERRACE","false"
"2055489","2024 Feb 14 07:56:00 AM","SAN DIEGO","2055489-35B","Drug Equipment Violations","SAN DIEGO","92121","10000  BLOCK  VISTA SORRENTO PARKWAY","false"
"2063560","2024 Feb 03 03:20:00 AM","SAN DIEGO","2063560-35A","Drug/Narcotic Violations","SAN DIEGO","92122","5200  BLOCK  FIORE TERRACE","false"
"2055489","2024 Feb 14 07:56:00 AM","SAN DIEGO","2055489-35A","Drug/Narcotic Violations","SAN DIEGO","92121","10000  BLOCK  VISTA SORRENTO PARKWAY","false"
"2248272","2024 Feb 18 08:00:50 PM","SAN DIEGO","2248272-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8100  BLOCK  AVENIDA NAVIDAD","true"
"2035501","2024 Feb 15 09:44:30 PM","SAN DIEGO","2035501-35A","Drug/Narcotic Violations","SAN DIEGO","92037","3800  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2045284","2024 Feb 22 06:11:00 PM","SAN DIEGO","2045284-35B","Drug Equipment Violations","SAN DIEGO","92121","6600  BLOCK  MIRA MESA BOULEVARD","false"
"2037327","2024 Feb 09 02:40:00 AM","SAN DIEGO","2037327-35A","Drug/Narcotic Violations","SAN DIEGO","92037","CALLE TIARA CARDENO DRIVE","false"
"1992938","2024 Jan 28 11:40:00 AM","SAN DIEGO","1992938-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8800  BLOCK  VILLA LA JOLLA DRIVE","false"
"2066426","2024 Mar 12 01:00:00 PM","SAN DIEGO","2066426-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7900  BLOCK  PROSPECT PLACE","false"
"2062838","2024 Mar 06 04:00:00 PM","SAN DIEGO","2062838-520","Weapon Law Violations","SAN DIEGO","92122","4400  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2063221","2024 Mar 04 05:21:00 PM","SAN DIEGO","2063221-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2058879","2024 Mar 05 10:27:00 AM","SAN DIEGO","2058879-35B","Drug Equipment Violations","SAN DIEGO","92037","3200  BLOCK  NOBEL DRIVE","false"
"2127755","2024 Mar 22 09:30:00 PM","SAN DIEGO","2127755-35A","Drug/Narcotic Violations","SAN DIEGO","92037","3200  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2640139","2024 Mar 29 12:46:00 AM","SAN DIEGO","2640139-520","Weapon Law Violations","SAN DIEGO","92037","8300  BLOCK  CLIFFRIDGE AVENUE","false"
"2063221","2024 Mar 04 05:21:00 PM","SAN DIEGO","2063221-35B","Drug Equipment Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2074243","2024 Mar 20 04:14:00 PM","SAN DIEGO","2074243-520","Weapon Law Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2055295","2024 Mar 04 06:34:02 PM","SAN DIEGO","2055295-35A","Drug/Narcotic Violations","SAN DIEGO","92121","10700  BLOCK  SORRENTO VALLEY ROAD","false"
"2058954","2024 Mar 08 05:55:00 AM","SAN DIEGO","2058954-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"2106523","2024 Mar 27 03:00:51 PM","SAN DIEGO","2106523-40A","Prostitution","SAN DIEGO","92121","10000  BLOCK  MESA RIDGE COURT","false"
"2124904","2024 Mar 05 06:26:00 PM","SAN DIEGO","2124904-520","Weapon Law Violations","SAN DIEGO","92122","4400  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2058879","2024 Mar 05 10:27:00 AM","SAN DIEGO","2058879-35A","Drug/Narcotic Violations","SAN DIEGO","92037","3200  BLOCK  NOBEL DRIVE","false"
"2420261","2024 Mar 25 05:00:00 PM","SAN DIEGO","2420261-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8500  BLOCK  EL PASEO GRANDE","false"
"2128061","2024 Apr 29 08:56:53 AM","SAN DIEGO","2128061-35A","Drug/Narcotic Violations","SAN DIEGO","92121","9500  BLOCK  EASTER WAY","false"
"2130953","2024 Apr 27 04:00:00 PM","SAN DIEGO","2130953-35A","Drug/Narcotic Violations","SAN DIEGO","92037","MORNING WAY / VILLA LA JOLLA DRIVE","false"
"2104769","2024 Apr 08 07:50:00 AM","SAN DIEGO","2104769-35A","Drug/Narcotic Violations","SAN DIEGO","92121","3500  BLOCK  CRAY COURT","false"
"2202686","2024 Apr 24 02:30:00 PM","SAN DIEGO","2202686-35B","Drug Equipment Violations","SAN DIEGO","92037","7700  BLOCK  LOOKOUT DRIVE","false"
"2124829","2024 Apr 23 01:20:13 PM","SAN DIEGO","2124829-520","Weapon Law Violations","SAN DIEGO","92037","TORREY PINES PARK ROAD / TORREY PINES SCIENCE PARK","false"
"2104769","2024 Apr 08 07:50:00 AM","SAN DIEGO","2104769-35B","Drug Equipment Violations","SAN DIEGO","92121","3500  BLOCK  CRAY COURT","false"
"2116917","2024 Apr 19 07:07:00 AM","SAN DIEGO","2116917-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8800  BLOCK  VILLA LA JOLLA DRIVE","false"
"2202686","2024 Apr 24 02:30:00 PM","SAN DIEGO","2202686-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7700  BLOCK  LOOKOUT DRIVE","false"
"2172198","2024 May 14 12:33:00 AM","SAN DIEGO","2172198-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4200  BLOCK  NOBEL DRIVE","false"
"2143795","2024 May 13 10:26:49 AM","SAN DIEGO","2143795-35A","Drug/Narcotic Violations","SAN DIEGO","92037","6500  BLOCK  AVENIDA WILFREDO","false"
"2201824","2024 Jun 09 11:55:19 PM","SAN DIEGO","2201824-35A","Drug/Narcotic Violations","SAN DIEGO","92037","9200  BLOCK  REGENTS ROAD","false"
"2197842","2024 May 31 10:48:29 AM","SAN DIEGO","2197842-35B","Drug Equipment Violations","SAN DIEGO","92037","8700  BLOCK  VILLA LA JOLLA DRIVE","false"
"2146176","2024 May 13 11:57:00 PM","SAN DIEGO","2146176-35A","Drug/Narcotic Violations","SAN DIEGO","92037","300  BLOCK  SEA RIDGE DRIVE","false"
"2202990","2024 Jun 06 09:55:07 PM","SAN DIEGO","2202990-35B","Drug Equipment Violations","SAN DIEGO","92121","10900  BLOCK  SORRENTO VALLEY ROAD","false"
"2172198","2024 May 14 12:33:00 AM","SAN DIEGO","2172198-35B","Drug Equipment Violations","SAN DIEGO","92122","4200  BLOCK  NOBEL DRIVE","false"
"2197842","2024 May 31 10:48:29 AM","SAN DIEGO","2197842-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8700  BLOCK  VILLA LA JOLLA DRIVE","false"
"2175252","2024 May 19 04:40:59 AM","SAN DIEGO","2175252-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4300  BLOCK  NOBEL DRIVE","false"
"2143795","2024 May 13 10:26:49 AM","SAN DIEGO","2143795-35B","Drug Equipment Violations","SAN DIEGO","92037","6500  BLOCK  AVENIDA WILFREDO","false"
"2246096","2024 Jun 14 09:00:00 AM","SAN DIEGO","2246096-35A","Drug/Narcotic Violations","SAN DIEGO","92122","3400  BLOCK  LEBON DRIVE","false"
"2227724","2024 Jun 28 10:40:00 AM","SAN DIEGO","2227724-35A","Drug/Narcotic Violations","SAN DIEGO","92121","7000  BLOCK  MIRAMAR ROAD","false"
"2273363","2024 Aug 03 10:13:13 PM","SAN DIEGO","2273363-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8000  BLOCK  AVENIDA NAVIDAD","true"
"2263360","2024 Jul 30 08:04:00 AM","SAN DIEGO","2263360-35A","Drug/Narcotic Violations","SAN DIEGO","92037","5600  BLOCK  LA JOLLA BOULEVARD","false"
"2262249","2024 Jul 17 09:05:00 PM","SAN DIEGO","2262249-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7800  BLOCK  EXCHANGE PLACE","false"
"2279445","2024 Jul 26 10:32:24 PM","SAN DIEGO","2279445-35B","Drug Equipment Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2251378","2024 Jul 14 11:24:00 PM","SAN DIEGO","2251378-35A","Drug/Narcotic Violations","SAN DIEGO","92037","LA JOLLA PARKWAY / LA JOLLA SCENIC DRIVE","false"
"2761586","2024 Jul 13 10:30:00 PM","SAN DIEGO","2761586-520","Weapon Law Violations","SAN DIEGO","92121","7200  BLOCK  MIRAMAR ROAD","false"
"2557068","2024 Aug 12 11:56:00 PM","SAN DIEGO","2557068-35A","Drug/Narcotic Violations","SAN DIEGO","92121","6500  BLOCK  MIRAMAR ROAD","false"
"2241133","2024 Jul 13 10:42:00 PM","SAN DIEGO","2241133-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8100  BLOCK  GENESEE AVENUE","false"
"2257280","2024 Jul 22 11:16:00 PM","SAN DIEGO","2257280-35B","Drug Equipment Violations","SAN DIEGO","92121","6700  BLOCK  MIRA MESA BOULEVARD","false"
"2274122","2024 Aug 09 11:55:09 AM","SAN DIEGO","2274122-35A","Drug/Narcotic Violations","SAN DIEGO","92122","6600  BLOCK  REGENTS ROAD","false"
"2313197","2024 Aug 08 05:18:48 PM","SAN DIEGO","2313197-35A","Drug/Narcotic Violations","SAN DIEGO","92037","3700  BLOCK  LA JOLLA VILLAGE DRIVE","true"
"2269212","2024 Aug 05 04:52:00 AM","SAN DIEGO","2269212-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7300  BLOCK  GIRARD AVENUE","false"
"2257280","2024 Jul 22 11:16:00 PM","SAN DIEGO","2257280-35A","Drug/Narcotic Violations","SAN DIEGO","92121","6700  BLOCK  MIRA MESA BOULEVARD","false"
"2269212","2024 Aug 05 04:52:00 AM","SAN DIEGO","2269212-35B","Drug Equipment Violations","SAN DIEGO","92037","7300  BLOCK  GIRARD AVENUE","false"
"2309643","2024 Aug 11 12:27:00 AM","SAN DIEGO","2309643-35B","Drug Equipment Violations","SAN DIEGO","92121","8800  BLOCK  CAMINO SANTA FE","false"
"2283127","2024 Aug 18 03:48:52 PM","SAN DIEGO","2283127-520","Weapon Law Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"2298935","2024 Aug 29 11:00:00 AM","SAN DIEGO","2298935-520","Weapon Law Violations","SAN DIEGO","92122","8600  BLOCK  GENESEE AVENUE","false"
"2303088","2024 Aug 21 07:15:00 PM","SAN DIEGO","2303088-520","Weapon Law Violations","SAN DIEGO","92037","9700  BLOCK  KEENELAND ROW","false"
"2283168","2024 Aug 18 03:30:00 PM","SAN DIEGO","2283168-35B","Drug Equipment Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"2293766","2024 Aug 26 10:31:17 AM","SAN DIEGO","2293766-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4100  BLOCK  GOVERNOR DRIVE","false"
"2326609","2024 Sep 13 11:30:46 AM","SAN DIEGO","2326609-35A","Drug/Narcotic Violations","SAN DIEGO","92122","NOBEL DRIVE / TOWNE CENTRE DRIVE","false"
"2313958","2024 Sep 08 11:46:00 PM","SAN DIEGO","2313958-35B","Drug Equipment Violations","SAN DIEGO","92037","3300  BLOCK  NOBEL DRIVE","false"
"2337482","2024 Sep 11 11:00:00 AM","SHERIFF","2337482-35A","Drug/Narcotic Violations","SAN DIEGO","92121","11800  BLOCK  SORRENTO VALLEY ROAD","false"
"2552187","2024 Oct 23 12:30:00 PM","SHERIFF","2552187-35A","Drug/Narcotic Violations","SAN DIEGO","92121","7000  BLOCK  CARROLL ROAD","false"
"2359941","2024 Oct 14 07:40:54 PM","SAN DIEGO","2359941-35A","Drug/Narcotic Violations","SAN DIEGO","92122","GENESEE AVENUE / NOBEL DRIVE","false"
"2334298","2024 Sep 28 01:22:44 PM","SAN DIEGO","2334298-35B","Drug Equipment Violations","SAN DIEGO","92037","2400  BLOCK  TORREY PINES ROAD","false"
"2350031","2024 Sep 25 04:25:00 PM","SAN DIEGO","2350031-35B","Drug Equipment Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"2345469","2024 Oct 07 08:01:40 PM","SAN DIEGO","2345469-35A","Drug/Narcotic Violations","SAN DIEGO","92122","3000  BLOCK  RENAULT STREET","false"
"2337445","2024 Sep 29 10:50:00 AM","SAN DIEGO","2337445-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2352935","2024 Oct 16 09:33:00 AM","SAN DIEGO","2352935-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8800  BLOCK  CAMINITO PLAZA CENTRO","false"
"2350031","2024 Sep 25 04:25:00 PM","SAN DIEGO","2350031-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"2552187","2024 Oct 23 12:30:00 PM","SHERIFF","2552187-35B","Drug Equipment Violations","SAN DIEGO","92121","7000  BLOCK  CARROLL ROAD","false"
"2331160","2024 Sep 24 02:30:00 AM","SAN DIEGO","2331160-35A","Drug/Narcotic Violations","SAN DIEGO","92121","INTERSTATE 805 SB MIRA MESA DAR","false"
"2325572","2024 Sep 20 11:42:00 PM","SAN DIEGO","2325572-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8800  BLOCK  VILLA LA JOLLA DRIVE","false"
"2335618","2024 Oct 01 06:57:28 PM","SAN DIEGO","2335618-35A","Drug/Narcotic Violations","SAN DIEGO","92037","6600  BLOCK  AVENIDA LA REINA","false"
"2404656","2024 Nov 29 12:15:00 PM","SAN DIEGO","2404656-35B","Drug Equipment Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2372002","2024 Oct 30 07:00:50 PM","SAN DIEGO","2372002-35A","Drug/Narcotic Violations","SAN DIEGO","92122","3400  BLOCK  NOBEL DRIVE","false"
"2819516","2024 Oct 30 06:30:00 AM","SHERIFF","2819516-35A","Drug/Narcotic Violations","SAN DIEGO","92037","600  BLOCK  MARINE STREET","false"
"2375767","2024 Oct 30 04:39:00 PM","SAN DIEGO","2375767-35B","Drug Equipment Violations","SAN DIEGO","92122","3400  BLOCK  NOBEL DRIVE","false"
"2372752","2024 Oct 30 05:34:00 PM","SAN DIEGO","2372752-35A","Drug/Narcotic Violations","SAN DIEGO","92122","3400  BLOCK  NOBEL DRIVE","false"
"2402293","2024 Dec 01 08:49:08 PM","SAN DIEGO","2402293-35A","Drug/Narcotic Violations","SAN DIEGO","92037","700  BLOCK  BONAIR WAY","false"
"2394709","2024 Nov 06 05:01:50 PM","SAN DIEGO","2394709-40A","Prostitution","SAN DIEGO","92121","5900  BLOCK  MIRA MESA BOULEVARD","false"
"2372752","2024 Oct 30 05:34:00 PM","SAN DIEGO","2372752-35B","Drug Equipment Violations","SAN DIEGO","92122","3400  BLOCK  NOBEL DRIVE","false"
"2472483","2025 Jan 02 09:00:36 AM","SAN DIEGO","2472483-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4000  BLOCK  CAMINITO SUERO","false"
"2433152","2025 Jan 04 09:42:00 PM","SAN DIEGO","2433152-35B","Drug Equipment Violations","SAN DIEGO","92037","3100  BLOCK  MORNING WAY","false"
"2438939","2025 Jan 08 11:11:21 AM","SAN DIEGO","2438939-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4200  BLOCK  NOBEL DRIVE","false"
"2408482","2024 Dec 05 12:30:37 PM","SAN DIEGO","2408482-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4400  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2441192","2024 Dec 20 09:18:00 PM","SAN DIEGO","2441192-520","Weapon Law Violations","SAN DIEGO","92037","900  BLOCK  PEARL STREET","false"
"2418503","2024 Dec 17 10:18:00 AM","SAN DIEGO","2418503-35B","Drug Equipment Violations","SAN DIEGO","92121","6600  BLOCK  MIRA MESA BOULEVARD","false"
"2416714","2024 Dec 14 03:15:00 PM","SAN DIEGO","2416714-35B","Drug Equipment Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2433881","2024 Dec 29 07:12:51 PM","SAN DIEGO","2433881-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2411261","2024 Dec 08 04:35:41 PM","SAN DIEGO","2411261-35B","Drug Equipment Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2414002","2024 Dec 11 10:13:00 AM","SAN DIEGO","2414002-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4400  BLOCK  NOBEL DRIVE","false"
"2427251","2024 Dec 26 05:10:00 PM","SAN DIEGO","2427251-35B","Drug Equipment Violations","SAN DIEGO","92037","8400  BLOCK  EL PASEO GRANDE","false"
"2441486","2025 Jan 13 04:27:10 PM","SAN DIEGO","2441486-35B","Drug Equipment Violations","SAN DIEGO","92121","9200  BLOCK  TOWNE CENTRE DRIVE","false"
"2421296","2024 Dec 18 07:25:11 PM","SAN DIEGO","2421296-35A","Drug/Narcotic Violations","SAN DIEGO","92122","3400  BLOCK  NOBEL DRIVE","false"
"2433880","2024 Dec 29 03:37:24 PM","SAN DIEGO","2433880-35B","Drug Equipment Violations","SAN DIEGO","92121","9300  BLOCK  SCRANTON ROAD","false"
"2434237","2025 Jan 04 08:10:00 AM","SAN DIEGO","2434237-35B","Drug Equipment Violations","SAN DIEGO","92093","9200  BLOCK  LA JOLLA SHORES DRIVE","false"
"2417635","2024 Dec 14 07:46:00 PM","SAN DIEGO","2417635-35B","Drug Equipment Violations","SAN DIEGO","92122","4400  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2411261","2024 Dec 08 04:35:41 PM","SAN DIEGO","2411261-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2510336","2024 Dec 22 04:38:02 PM","SAN DIEGO","2510336-520","Weapon Law Violations","SAN DIEGO","92037","2800  BLOCK  CARRIAGEDALE ROW","false"
"2408482","2024 Dec 05 12:30:37 PM","SAN DIEGO","2408482-35B","Drug Equipment Violations","SAN DIEGO","92122","4400  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2470333","2025 Jan 02 06:57:00 PM","SAN DIEGO","2470333-40A","Prostitution","SAN DIEGO","92121","7400  BLOCK  TRADE STREET","false"
"2434237","2025 Jan 04 08:10:00 AM","SAN DIEGO","2434237-35A","Drug/Narcotic Violations","SAN DIEGO","92093","9200  BLOCK  LA JOLLA SHORES DRIVE","false"
"2433881","2024 Dec 29 07:12:51 PM","SAN DIEGO","2433881-35B","Drug Equipment Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2411261","2024 Dec 08 04:35:41 PM","SAN DIEGO","2411261-520","Weapon Law Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2433880","2024 Dec 29 03:37:24 PM","SAN DIEGO","2433880-35A","Drug/Narcotic Violations","SAN DIEGO","92121","9300  BLOCK  SCRANTON ROAD","false"
"2441486","2025 Jan 13 04:27:10 PM","SAN DIEGO","2441486-35A","Drug/Narcotic Violations","SAN DIEGO","92121","9200  BLOCK  TOWNE CENTRE DRIVE","false"
"2468474","2025 Feb 08 11:38:00 AM","SAN DIEGO","2468474-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7500  BLOCK  EADS AVENUE","false"
"2458528","2025 Jan 31 10:07:34 PM","SAN DIEGO","2458528-35B","Drug Equipment Violations","SAN DIEGO","92122","6600  BLOCK  RADCLIFFE DRIVE","false"
"2488797","2025 Mar 05 03:59:23 PM","SAN DIEGO","2488797-35A","Drug/Narcotic Violations","SAN DIEGO","92122","7000  BLOCK  CHARMANT DRIVE","false"
"2497048","2025 Mar 11 05:45:48 PM","SAN DIEGO","2497048-35B","Drug Equipment Violations","SAN DIEGO","92122","3500  BLOCK  LEBON DRIVE","false"
"2520300","2025 Mar 25 09:51:00 AM","SAN DIEGO","2520300-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8600  BLOCK  GENESEE AVENUE","false"
"2523029","2025 Apr 12 02:00:36 PM","SAN DIEGO","2523029-35A","Drug/Narcotic Violations","SAN DIEGO","92121","9300  BLOCK  GENESEE AVENUE","false"
"2518525","2025 Apr 06 02:55:00 PM","SAN DIEGO","2518525-35B","Drug Equipment Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2501735","2025 Mar 01 07:41:00 PM","SAN DIEGO","2501735-35A","Drug/Narcotic Violations","SAN DIEGO","92037","COAST BOULEVARD / PROSPECT STREET","false"
"2510398","2025 Mar 26 09:54:00 PM","SAN DIEGO","2510398-35A","Drug/Narcotic Violations","SAN DIEGO","92122","3400  BLOCK  NOBEL DRIVE","false"
"2497048","2025 Mar 11 05:45:48 PM","SAN DIEGO","2497048-520","Weapon Law Violations","SAN DIEGO","92122","3500  BLOCK  LEBON DRIVE","false"
"2520300","2025 Mar 25 09:51:00 AM","SAN DIEGO","2520300-35B","Drug Equipment Violations","SAN DIEGO","92122","8600  BLOCK  GENESEE AVENUE","false"
"2514069","2025 Apr 02 12:05:00 AM","SAN DIEGO","2514069-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2496540","2025 Mar 12 07:43:00 AM","SAN DIEGO","2496540-35A","Drug/Narcotic Violations","SAN DIEGO","92122","3700  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2515063","2025 Mar 12 06:40:46 PM","SAN DIEGO","2515063-40A","Prostitution","SAN DIEGO","92121","7000  BLOCK  MIRAMAR ROAD","false"
"2497048","2025 Mar 11 05:45:48 PM","SAN DIEGO","2497048-35A","Drug/Narcotic Violations","SAN DIEGO","92122","3500  BLOCK  LEBON DRIVE","false"
"2488797","2025 Mar 05 03:59:23 PM","SAN DIEGO","2488797-35B","Drug Equipment Violations","SAN DIEGO","92122","7000  BLOCK  CHARMANT DRIVE","false"
"2523884","2025 Apr 15 01:27:00 AM","SAN DIEGO","2523884-35A","Drug/Narcotic Violations","SAN DIEGO","92037","9800  BLOCK  GENESEE AVENUE","false"
"2545824","2025 Apr 28 02:36:26 AM","SAN DIEGO","2545824-35B","Drug Equipment Violations","SAN DIEGO","92122","3400  BLOCK  LEBON DRIVE","false"
"2832571","2025 Apr 15 12:15:00 PM","SAN DIEGO","2832571-35B","Drug Equipment Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"2553953","2025 May 18 04:20:00 PM","SAN DIEGO","2553953-35B","Drug Equipment Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2528558","2025 Apr 17 07:45:20 PM","SAN DIEGO","2528558-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8500  BLOCK  VILLA LA JOLLA DRIVE","false"
"2561251","2025 Apr 18 10:45:53 PM","SAN DIEGO","2561251-35A","Drug/Narcotic Violations","SAN DIEGO","92037","5600  BLOCK  SKYLARK PLACE","false"
"2545824","2025 Apr 28 02:36:26 AM","SAN DIEGO","2545824-35A","Drug/Narcotic Violations","SAN DIEGO","92122","3400  BLOCK  LEBON DRIVE","false"
"2832571","2025 Apr 15 12:15:00 PM","SAN DIEGO","2832571-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"2553953","2025 May 18 04:20:00 PM","SAN DIEGO","2553953-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2908767","2025 Apr 24 05:28:00 AM","SHERIFF","2908767-35B","Drug Equipment Violations","SAN DIEGO","92121","9300  BLOCK  SCRANTON ROAD","false"
"2560819","2025 May 25 03:10:00 AM","SAN DIEGO","2560819-35B","Drug Equipment Violations","SAN DIEGO","92121","5300  BLOCK  MIRAMAR ROAD","false"
"2539934","2025 May 02 06:08:16 AM","SAN DIEGO","2539934-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4000  BLOCK  NOBEL DRIVE","false"
"2540293","2025 May 01 12:17:00 AM","SAN DIEGO","2540293-35A","Drug/Narcotic Violations","SAN DIEGO","92122","GOVERNOR DRIVE / REGENTS ROAD","false"
"2624316","2025 May 24 07:42:00 PM","SAN DIEGO","2624316-520","Weapon Law Violations","SAN DIEGO","92037","300  BLOCK  MARINE STREET","false"
"2592257","2025 Jun 19 08:00:00 PM","SAN DIEGO","2592257-35A","Drug/Narcotic Violations","SAN DIEGO","92037","1500  BLOCK  COAST WALK","false"
"2605532","2025 Jun 10 01:20:00 AM","NATIONAL CITY","2605532-40B","Assisting or Promoting Prostitution","SAN DIEGO","92037","8800  BLOCK  LA JOLLA SCENIC DRIVE","false"
"2572986","2025 May 29 04:24:00 PM","SAN DIEGO","2572986-35B","Drug Equipment Violations","SAN DIEGO","92037","3200  BLOCK  HOLIDAY COURT","false"
"2577687","2025 Jun 10 08:21:43 AM","SAN DIEGO","2577687-35B","Drug Equipment Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2580870","2025 Jun 13 09:50:00 PM","SAN DIEGO","2580870-35B","Drug Equipment Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"2572230","2025 Jun 04 06:31:12 PM","SAN DIEGO","2572230-520","Weapon Law Violations","SAN DIEGO","92122","GENESEE AVENUE / GOVERNOR DRIVE","false"
"2577687","2025 Jun 10 08:21:43 AM","SAN DIEGO","2577687-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2579635","2025 Jun 12 09:58:00 AM","SAN DIEGO","2579635-35A","Drug/Narcotic Violations","SAN DIEGO","92122","6300  BLOCK  FARLEY DRIVE","false"
"2600211","2025 Jun 06 05:19:00 AM","SAN DIEGO","2600211-35A","Drug/Narcotic Violations","SAN DIEGO","92037","2400  BLOCK  LA JOLLA PARKWAY","false"
"2575168","2025 Jun 07 03:15:00 PM","SAN DIEGO","2575168-35A","Drug/Narcotic Violations","SAN DIEGO","92122","7900  BLOCK  CAMINO HUERTA","false"
"2580870","2025 Jun 13 09:50:00 PM","SAN DIEGO","2580870-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"2602549","2025 Jul 06 01:45:00 AM","SAN DIEGO","2602549-35A","Drug/Narcotic Violations","SAN DIEGO","92121","5300  BLOCK  MIRA MESA BOULEVARD","false"
"2572230","2025 Jun 04 06:31:12 PM","SAN DIEGO","2572230-35A","Drug/Narcotic Violations","SAN DIEGO","92122","GENESEE AVENUE / GOVERNOR DRIVE","false"
"2873008","2025 Jun 03 12:45:00 AM","SAN DIEGO","2873008-370","Pornography/Obscene Material","SAN DIEGO","92037","7000  BLOCK  VIA VALVERDE","false"
"2607856","2025 Jul 09 04:32:04 AM","SAN DIEGO","2607856-35A","Drug/Narcotic Violations","SAN DIEGO","92122","3400  BLOCK  LEBON DRIVE","false"
